STATION,DATE,EMXP,MXSD,DSNW,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
COOP:473269,198106,80,0,0,263,0,90,47,760,551,656
COOP:473269,198107,37,0,0,83,0,92,46,805,581,693
COOP:473269,198108,85,0,0,337,0,88,43,780,584,682
COOP:473269,198109,100,0,0,325,0,86,34,667,468,568
COOP:473269,198110,136,1,1,344,10,67,19,536,363,450
COOP:473269,198111,66,2,3,108,27,66,12,459,278,369
COOP:473269,198112,42,3,15,110,114,41,-2,299,158,229
COOP:473269,198201,46,21,31,134,280,35,-28,169,-35,67
COOP:473269,198202,5,15,28,14,20,44,-20,241,75,158
COOP:473269,198203,69,7,23,195,60,60,-4,356,212,284
COOP:473269,198204,93,1,4,266,29,73,15,505,300,403
COOP:473269,198205,123,0,0,274,0,85,37,711,505,608
COOP:473269,198206,99,0,0,267,0,86,37,710,475,593
COOP:473269,198207,194,0,0,510,0,91,47,812,603,708
COOP:473269,198208,92,0,0,291,0,92,44,753,549,651
COOP:473269,198209,41,0,0,143,0,82,35,666,486,576
COOP:473269,198210,54,0,0,120,0,79,25,583,403,493
COOP:473269,198211,166,2,3,451,26,62,5,403,263,333
COOP:473269,198212,101,0,0,250,13,60,3,339,221,280
COOP:473269,198301,25,4,20,72,85,39,-6,278,150,214
COOP:473269,198302,44,12,28,146,153,48,-5,316,209,263
COOP:473269,198303,37,6,13,152,114,56,7,372,249,311
COOP:473269,198304,66,1,1,139,6,74,20,488,322,405
COOP:473269,198305,152,0,0,480,0,72,27,584,392,488
COOP:473269,198306,76,0,0,182,0,92,39,757,533,645
COOP:473269,198307,122,0,0,376,0,92,43,834,623,729
COOP:473269,198308,257,0,0,527,0,91,51,807,608,708
COOP:473269,198309,100,0,0,359,0,88,34,698,498,598
COOP:473269,198310,98,0,0,224,0,79,28,575,394,485
COOP:473269,198311,80,4,3,263,72,60,16,432,298,365
COOP:473269,198312,57,10,31,118,127,34,-27,175,37,106
COOP:473269,198401,22,10,31,59,105,37,-24,210,43,127
COOP:473269,198402,50,9,14,159,18,53,2,349,217,283
COOP:473269,198403,64,2,5,164,65,47,-3,331,175,253
COOP:473269,198404,146,0,0,333,0,74,24,536,354,445
COOP:473269,198405,51,0,0,165,0,78,28,628,406,517
COOP:473269,198406,142,0,0,560,0,86,50,775,573,674
COOP:473269,198407,214,0,0,317,0,88,46,796,575,686
COOP:473269,198408,95,0,0,378,0,88,46,795,594,695
COOP:473269,198409,157,0,0,566,0,84,29,672,477,575
COOP:473269,198410,206,0,0,492,0,69,25,592,427,510
COOP:473269,198411,70,2,1,255,20,61,14,432,264,348
COOP:473269,198412,35,5,14,172,159,54,-15,316,164,240
COOP:473269,198501,23,9,31,86,138,36,-25,208,36,122
COOP:473269,198502,121,13,26,255,151,48,-24,253,98,176
COOP:473269,198503,92,7,10,270,177,59,2,422,262,342
COOP:473269,198504,48,2,5,224,62,82,18,581,370,476
COOP:473269,198505,94,0,0,258,0,81,34,701,469,585
COOP:473269,198506,100,0,0,221,0,89,39,738,508,623
COOP:473269,198507,144,0,0,403,0,91,46,809,572,691
COOP:473269,198508,143,0,0,803,0,88,48,760,568,664
COOP:473269,198509,76,0,0,365,0,89,33,697,519,608
COOP:473269,198510,120,0,0,272,0,70,29,575,391,483
COOP:473269,198511,223,8,14,496,165,58,3,368,250,309
COOP:473269,198512,101,19,31,183,227,33,-18,186,2,94
COOP:473269,198601,27,17,31,60,68,41,-17,255,79,167
COOP:473269,198602,32,15,28,83,99,36,-8,257,105,181
COOP:473269,198603,111,13,25,248,68,77,0,415,235,325
COOP:473269,198604,62,0,0,226,5,84,24,585,376,481
COOP:473269,198605,61,0,0,115,0,87,28,687,466,577
COOP:473269,198606,125,0,0,406,0,89,38,753,525,639
COOP:473269,198607,126,0,0,495,0,94,44,819,610,715
COOP:473269,198608,100,0,0,385,0,84,39,749,536,643
COOP:473269,198609,220,0,0,751,0,82,35,681,504,593
COOP:473269,198610,49,0,0,189,0,71,29,566,394,480
COOP:473269,198611,40,9,12,127,91,58,2,383,210,297
COOP:473269,198612,21,3,29,48,52,35,-9,303,192,248
COOP:473269,198701,18,5,31,47,78,44,-14,289,143,216
COOP:473269,198702,20,5,8,39,16,44,6,370,187,279
COOP:473269,198703,53,5,10,153,108,69,9,447,255,351
COOP:473269,198704,99,4,4,233,16,84,18,605,376,491
COOP:473269,198705,45,0,0,258,0,86,33,705,471,588
COOP:473269,198706,114,0,0,183,0,97,41,807,573,690
COOP:473269,198707,107,0,0,218,0,93,46,843,617,730
COOP:473269,198708,85,0,0,341,0,92,41,775,577,676
COOP:473269,198709,45,0,0,157,0,84,37,720,501,611
COOP:473269,198710,66,0,0,176,0,68,21,530,333,432
COOP:473269,198711,69,0,0,307,18,69,11,450,302,376
COOP:473269,198712,65,12,17,204,158,47,4,337,204,271
COOP:473269,198801,46,17,31,179,206,41,-19,211,39,125
COOP:473269,198802,18,11,29,73,89,44,-10,239,60,150
COOP:473269,198803,58,3,12,110,18,58,8,406,235,321
COOP:473269,198804,70,0,0,253,4,68,22,552,329,441
COOP:473269,198805,3,0,0,6,0,90,32,741,454,598
COOP:473269,198806,57,0,0,67,0,98,37,829,536,683
COOP:473269,198807,81,0,0,234,0,98,45,860,608,734
COOP:473269,198808,76,0,0,347,0,99,45,832,614,723
COOP:473269,198809,130,0,0,411,0,86,38,715,504,610
COOP:473269,198810,82,0,0,196,0,72,16,520,327,424
COOP:473269,198811,94,5,4,443,115,59,18,436,305,371
COOP:473269,198812,33,5,21,84,58,44,-3,289,124,207
COOP:473269,198901,16,1,18,41,15,48,-2,332,178,255
COOP:473269,198902,22,3,24,38,86,39,-11,220,40,130
COOP:473269,198903,125,14,26,288,242,71,-5,340,166,253
COOP:473269,198904,14,0,0,49,3,70,17,521,316,419
COOP:473269,198905,205,0,0,422,0,82,26,665,432,549
COOP:473269,198906,48,0,0,156,0,86,43,741,527,634
COOP:473269,198907,67,0,0,227,0,93,49,826,592,709
COOP:473269,198908,50,0,0,105,0,92,46,808,566,687
COOP:473269,198909,52,0,0,58,0,85,28,724,455,590
COOP:473269,198910,168,0,0,476,16,81,25,603,388,496
COOP:473269,198911,93,0,0,125,15,56,6,393,234,314
COOP:473269,198912,23,9,18,55,153,38,-20,188,35,112
COOP:473269,199001,26,7,30,64,107,43,6,347,182,265
COOP:473269,199002,20,3,26,58,69,45,-5,317,128,223
COOP:473269,199003,102,3,6,325,27,70,7,429,250,340
COOP:473269,199004,24,2,1,128,27,88,19,587,365,476
COOP:473269,199005,120,2,2,399,43,81,29,630,419,525
COOP:473269,199006,490,0,0,1029,0,87,36,766,553,660
COOP:473269,199007,83,0,0,293,0,91,49,786,585,686
COOP:473269,199008,72,0,0,251,0,90,46,774,577,676
COOP:473269,199009,272,0,0,513,0,90,38,719,516,618
COOP:473269,199010,51,0,0,234,0,75,27,571,372,472
COOP:473269,199011,47,1,2,161,12,72,20,492,307,400
COOP:473269,199012,92,13,28,210,269,46,-15,297,124,211
COOP:473269,199101,25,10,31,57,88,40,-15,226,50,138
COOP:473269,199102,16,6,28,37,69,45,-3,318,152,235
COOP:473269,199103,75,2,8,287,53,66,8,420,252,336
COOP:473269,199104,94,4,2,277,75,84,25,581,376,479
COOP:473269,199105,65,0,0,242,0,90,33,712,515,614
COOP:473269,199106,41,0,0,108,0,95,48,801,582,692
COOP:473269,199107,78,0,0,416,0,91,47,801,594,698
COOP:473269,199108,97,0,0,211,0,93,48,809,589,699
COOP:473269,199109,66,0,0,255,0,88,28,690,479,585
COOP:473269,199110,92,0,0,350,0,75,24,572,391,482
COOP:473269,199111,67,5,9,272,87,61,-3,383,221,302
COOP:473269,199112,64,7,20,142,107,45,-1,316,174,245
COOP:473269,199201,23,1,10,72,43,39,-9,291,167,229
COOP:473269,199202,17,2,11,55,74,45,1,337,204,271
COOP:473269,199203,104,3,11,248,90,53,5,385,222,304
COOP:473269,199204,110,1,1,301,28,71,22,497,343,420
COOP:473269,199205,85,0,0,154,0,88,28,701,430,566
COOP:473269,199206,80,0,0,161,0,91,37,743,503,623
COOP:473269,199207,148,0,0,418,0,82,44,751,547,649
COOP:473269,199208,56,0,0,210,0,90,41,760,526,643
COOP:473269,199209,248,0,0,561,0,86,30,689,481,585
COOP:473269,199210,25,1,1,92,12,82,21,564,372,468
COOP:473269,199211,153,4,9,532,85,52,11,382,273,328
COOP:473269,199212,97,9,24,227,155,39,-3,308,165,237
COOP:473269,199301,48,7,22,142,118,49,-8,279,113,196
COOP:473269,199302,27,5,8,34,56,42,-11,269,110,190
COOP:473269,199303,26,3,10,76,72,62,2,381,223,302
COOP:473269,199304,98,2,5,399,72,72,21,496,312,404
COOP:473269,199305,126,0,0,428,0,84,31,675,449,562
COOP:473269,199306,189,0,0,682,0,86,39,726,530,628
COOP:473269,199307,248,0,0,683,0,86,53,800,606,703
COOP:473269,199308,79,0,0,230,0,92,49,801,604,703
COOP:473269,199309,116,0,0,278,0,79,28,652,456,554
COOP:473269,199310,102,0,0,229,0,75,25,557,361,459
COOP:473269,199311,46,1,4,156,16,57,17,410,264,337
COOP:473269,199312,14,1,7,44,19,46,-9,309,196,253
COOP:473269,199401,36,14,30,147,300,34,-28,152,-28,62
COOP:473269,199402,42,13,25,111,164,49,-21,235,54,145
COOP:473269,199403,25,4,8,114,81,65,11,424,242,333
COOP:473269,199404,186,3,3,591,36,83,19,555,335,445
COOP:473269,199405,93,0,0,169,0,86,33,698,444,571
COOP:473269,199406,102,0,0,284,0,94,40,796,562,679
COOP:473269,199407,252,0,0,700,0,88,51,796,600,698
COOP:473269,199408,208,0,0,369,0,89,46,755,562,659
COOP:473269,199409,138,0,0,219,0,88,41,737,536,637
COOP:473269,199410,45,0,0,98,0,74,31,606,418,512
COOP:473269,199411,45,0,0,143,13,60,17,478,310,394
COOP:473269,199412,20,3,7,34,43,52,6,368,225,297
COOP:473269,199501,20,5,21,65,98,42,-7,276,151,214
COOP:473269,199502,14,3,22,39,68,43,-9,286,126,206
COOP:473269,199503,109,6,9,192,71,73,-2,430,261,346
COOP:473269,199504,104,1,1,222,19,64,11,496,314,405
COOP:473269,199505,95,0,0,288,0,83,37,672,448,560
COOP:473269,199506,99,0,0,180,0,96,41,826,589,708
COOP:473269,199507,29,0,0,115,0,103,50,845,616,731
COOP:473269,199508,160,0,0,731,0,91,56,824,654,739
COOP:473269,199509,98,0,0,276,0,87,28,693,472,583
COOP:473269,199510,124,0,0,480,0,80,28,578,406,492
COOP:473269,199511,178,10,9,332,171,51,4,353,202,278
COOP:473269,199512,49,8,31,125,112,40,-10,259,119,189
COOP:473269,199601,38,18,31,177,315,48,-21,232,41,137
COOP:473269,199602,56,16,24,76,29,50,-28,261,101,181
COOP:473269,199603,41,1,8,116,48,55,-4,346,169,258
COOP:473269,199604,70,5,6,385,100,76,18,501,312,407
COOP:473269,199605,36,0,0,140,0,88,30,628,430,529
COOP:473269,199606,147,0,0,557,0,95,44,754,570,662
COOP:473269,199607,65,0,0,249,0,86,46,765,551,658
COOP:473269,199608,44,0,0,140,0,88,44,795,565,680
COOP:473269,199609,65,0,0,140,0,84,35,708,481,595
COOP:473269,199610,88,0,0,293,0,77,23,584,349,467
COOP:473269,199611,30,2,7,80,37,60,-1,366,203,285
COOP:473269,199612,75,11,16,189,194,39,-22,277,157,217
COOP:473269,199701,67,10,31,181,172,42,-14,229,73,151
COOP:473269,199702,47,10,28,140,155,46,-11,294,128,211
COOP:473269,199703,75,17,25,192,207,57,-12,365,212,289
COOP:473269,199704,136,0,0,167,3,75,14,542,303,423
COOP:473269,199705,66,0,0,260,2,72,29,600,382,491
COOP:473269,199706,150,0,0,551,0,87,41,757,528,643
COOP:473269,199707,101,0,0,211,0,87,44,773,555,664
COOP:473269,199708,168,0,0,573,0,87,43,737,537,637
COOP:473269,199709,88,0,0,276,0,82,38,708,492,600
COOP:473269,199710,37,0,0,93,2,82,20,589,365,477
COOP:473269,199711,12,0,0,30,7,55,7,396,242,319
COOP:473269,199712,49,5,14,61,62,44,4,334,223,279
COOP:473269,199801,47,16,23,221,242,48,-11,283,161,222
COOP:473269,199802,36,11,20,80,12,54,2,376,249,313
COOP:473269,199803,122,3,11,366,115,71,6,403,258,331
COOP:473269,199804,104,0,0,185,21,73,26,583,354,469
COOP:473269,199805,71,0,0,221,0,88,37,725,485,605
COOP:473269,199806,158,0,0,617,0,90,36,753,544,649
COOP:473269,199807,89,0,0,186,0,89,49,806,581,694
COOP:473269,199808,190,0,0,293,0,88,46,803,586,695
COOP:473269,199809,189,0,0,354,0,89,34,763,506,635
COOP:473269,199810,85,0,0,156,0,75,26,607,410,509
COOP:473269,199811,86,0,0,167,3,63,18,474,314,394
COOP:473269,199812,9,2,11,30,54,62,-9,371,176,274
COOP:473269,199901,70,10,31,237,212,42,-19,223,74,149
COOP:473269,199902,50,4,11,110,22,58,11,358,208,283
COOP:473269,199903,11,2,2,15,44,73,8,444,236,340
COOP:473269,199904,75,0,0,211,0,77,26,567,350,459
COOP:473269,199905,93,0,0,377,0,86,34,689,472,581
COOP:473269,199906,94,0,0,398,0,88,39,768,540,654
COOP:473269,199907,131,0,0,567,0,96,48,831,613,722
COOP:473269,199908,43,0,0,132,0,87,44,761,547,654
COOP:473269,199909,46,0,0,124,0,90,31,716,456,586
COOP:473269,199910,16,0,0,67,0,73,21,577,345,461
COOP:473269,199911,150,0,0,157,0,74,13,517,282,400
COOP:473269,199912,26,2,16,83,54,55,-11,326,155,241
COOP:473269,200001,15,9,31,87,154,37,-12,250,61,156
COOP:473269,200002,30,12,25,104,113,61,-18,339,150,245
COOP:473269,200003,23,1,1,98,21,78,14,505,283,394
COOP:473269,200004,151,2,2,215,25,75,18,535,311,423
COOP:473269,200005,117,0,0,441,0,83,33,676,460,568
COOP:473269,200006,126,0,0,533,0,87,41,738,537,638
COOP:473269,200007,412,0,0,627,0,87,46,767,572,670
COOP:473269,200008,93,0,0,338,0,90,43,771,571,671
COOP:473269,200009,180,0,0,394,0,83,32,685,475,580
COOP:473269,200010,13,0,0,46,0,74,26,614,399,507
COOP:473269,200011,18,3,7,125,78,66,8,403,274,339
COOP:473269,200012,30,17,27,116,289,34,-22,206,22,114
COOP:473269,200101,53,12,31,119,56,37,-7,283,123,203
COOP:473269,200102,48,9,28,126,78,42,-7,250,98,174
COOP:473269,200103,14,5,17,42,47,48,12,370,219,295
COOP:473269,200104,121,1,1,366,19,81,21,585,370,478
COOP:473269,200105,103,0,0,474,0,82,37,675,470,573
COOP:473269,200106,98,0,0,517,0,89,44,759,552,656
COOP:473269,200107,29,0,0,85,0,93,47,826,586,706
COOP:473269,200108,92,0,0,342,0,97,47,817,596,707
COOP:473269,200109,61,0,0,235,0,84,35,688,477,583
COOP:473269,200110,45,0,0,171,0,77,21,574,372,473
COOP:473269,200111,31,0,0,170,0,68,24,528,339,434
COOP:473269,200112,52,1,2,123,18,64,6,368,234,301
COOP:473269,200201,27,5,15,60,120,53,-6,331,187,259
COOP:473269,200202,61,8,19,150,85,45,-5,350,189,270
COOP:473269,200203,62,9,16,208,171,54,-13,347,187,267
COOP:473269,200204,68,4,4,302,75,84,22,540,356,448
COOP:473269,200205,83,0,0,281,0,82,30,608,402,505
COOP:473269,200206,159,0,0,469,0,92,43,761,573,667
COOP:473269,200207,65,0,0,216,0,96,51,835,628,732
COOP:473269,200208,152,0,0,401,0,90,47,788,565,677
COOP:473269,200209,100,0,0,267,0,88,35,741,510,626
COOP:473269,200210,117,0,0,326,18,83,24,525,348,437
COOP:473269,200211,18,0,0,44,9,62,11,424,253,339
COOP:473269,200212,49,2,2,73,33,49,2,336,190,263
COOP:473269,200301,31,5,6,58,96,49,-10,239,88,164
COOP:473269,200302,22,9,28,56,92,45,-13,236,44,140
COOP:473269,200303,58,5,14,232,91,65,-7,391,209,300
COOP:473269,200304,71,5,5,236,50,82,12,514,315,415
COOP:473269,200305,83,0,0,317,0,77,28,639,422,531
COOP:473269,200306,147,0,0,371,0,88,36,739,524,632
COOP:473269,200307,175,0,0,426,0,90,46,790,568,679
COOP:473269,200308,129,0,0,415,0,88,47,803,579,691
COOP:473269,200309,109,0,0,332,0,86,31,713,494,604
COOP:473269,200310,45,0,0,105,0,80,24,587,372,480
COOP:473269,200311,154,0,0,383,3,62,11,432,289,361
COOP:473269,200312,76,2,6,168,25,46,3,351,208,280
COOP:473269,200401,47,10,21,124,163,39,-14,203,41,122
COOP:473269,200402,54,15,28,162,166,50,-13,311,120,216
COOP:473269,200403,108,2,4,358,84,63,12,421,282,352
COOP:473269,200404,34,0,0,156,7,79,24,559,349,454
COOP:473269,200405,160,0,0,831,0,83,27,631,441,536
COOP:473269,200406,167,0,0,487,0,88,42,735,531,633
COOP:473269,200407,104,0,0,178,0,87,45,781,570,676
COOP:473269,200408,64,0,0,200,0,85,39,751,534,643
COOP:473269,200409,26,0,0,47,0,85,31,777,515,646
COOP:473269,200410,132,0,0,370,0,80,24,600,400,500
COOP:473269,200411,61,0,0,180,0,62,16,463,318,391
COOP:473269,200412,81,8,11,226,147,48,-15,308,156,232
COOP:473269,200501,40,10,26,160,178,38,-10,242,97,170
COOP:473269,200502,32,6,17,133,111,50,1,329,192,261
COOP:473269,200503,50,7,21,133,120,63,-8,372,172,272
COOP:473269,200504,86,0,0,153,0,80,29,592,352,472
COOP:473269,200505,63,0,0,252,0,81,30,642,439,541
COOP:473269,200506,166,0,0,344,0,92,47,815,605,710
COOP:473269,200507,60,0,0,146,0,93,49,826,583,705
COOP:473269,200508,166,0,0,423,0,91,48,805,574,690
COOP:473269,200509,95,0,0,308,0,90,39,763,524,644
COOP:473269,200510,45,0,0,159,0,86,27,613,418,516
COOP:473269,200511,84,2,2,307,41,60,8,446,292,369
COOP:473269,200512,33,8,31,104,127,38,-8,261,134,198
COOP:473269,200601,54,3,5,164,20,51,14,355,256,306
COOP:473269,200602,68,13,27,134,157,38,-17,274,107,191
COOP:473269,200603,16,8,10,116,35,64,8,415,245,330
COOP:473269,200604,44,0,0,197,0,78,24,603,383,493
COOP:473269,200605,156,0,0,590,0,89,29,676,480,578
COOP:473269,200606,92,0,0,283,0,90,42,767,545,656
COOP:473269,200607,91,0,0,314,0,98,51,854,612,733
COOP:473269,200608,96,0,0,211,0,91,46,786,567,677
COOP:473269,200609,121,0,0,333,0,85,34,692,467,580
COOP:473269,200610,125,0,0,314,0,77,22,545,356,451
COOP:473269,200611,53,1,1,123,15,65,18,468,320,394
COOP:473269,200612,124,2,9,288,43,49,2,365,244,305
COOP:473269,200701,19,5,17,63,98,47,-3,297,163,230
COOP:473269,200702,86,14,26,139,180,48,-14,233,72,153
COOP:473269,200703,73,14,13,274,89,78,-8,452,264,358
COOP:473269,200704,54,3,2,172,68,85,20,542,350,446
COOP:473269,200705,64,0,0,239,0,88,36,721,473,597
COOP:473269,200706,139,0,0,371,0,90,45,792,557,675
COOP:473269,200707,109,0,0,241,0,93,47,815,576,696
COOP:473269,200708,88,0,0,272,0,91,46,798,588,693
COOP:473269,200709,143,0,0,316,0,92,32,750,502,626
COOP:473269,200710,151,0,0,362,0,87,29,644,452,548
COOP:473269,200711,4,0,0,11,7,57,9,425,271,348
COOP:473269,200712,77,8,30,254,241,46,-7,291,139,215
COOP:473269,200801,89,12,29,365,285,45,-14,245,95,170
COOP:473269,200802,109,18,29,230,245,36,-18,244,73,159
COOP:473269,200803,121,17,25,252,43,48,-4,359,192,276
COOP:473269,200804,88,2,2,461,53,73,28,546,377,462
COOP:473269,200805,47,0,0,143,0,82,32,663,415,539
COOP:473269,200806,170,0,0,477,0,87,47,766,577,672
COOP:473269,200807,132,0,0,471,0,88,50,814,601,708
COOP:473269,200808,40,0,0,59,0,90,47,818,558,688
COOP:473269,200809,66,0,0,189,0,90,39,718,505,612
COOP:473269,200810,71,0,0,159,0,82,28,584,382,483
COOP:473269,200811,37,3,3,149,67,74,9,421,272,347
COOP:473269,200812,46,19,31,372,456,45,-10,239,60,150
COOP:473269,200901,22,16,31,66,102,37,-21,177,-26,76
COOP:473269,200902,60,12,28,155,157,50,-6,298,130,214
COOP:473269,200903,80,7,18,259,91,66,-9,393,226,310
COOP:473269,200904,74,0,0,262,4,82,24,537,334,436
COOP:473269,200905,115,0,0,301,0,86,34,660,443,552
COOP:473269,200906,111,0,0,253,0,95,39,741,548,645
COOP:473269,200907,58,0,0,133,0,85,48,766,541,654
COOP:473269,200908,87,0,0,333,0,87,40,764,554,659
COOP:473269,200909,33,0,0,122,0,85,31,739,486,613
COOP:473269,200910,101,0,0,516,0,66,27,510,375,443
COOP:473269,200911,63,0,0,138,0,68,25,498,337,418
COOP:473269,200912,78,13,23,228,207,46,-5,277,131,204
COOP:473269,201001,34,10,31,67,55,39,-4,245,119,182
COOP:473269,201002,39,9,28,105,168,38,-1,300,151,226
COOP:473269,201003,14,6,11,31,0,73,14,479,276,378
COOP:473269,201004,122,4,2,363,58,79,27,608,398,503
COOP:473269,201005,84,0,0,199,10,90,31,697,479,588
COOP:473269,201006,116,0,0,673,0,84,45,741,565,653
COOP:473269,201007,165,0,0,951,0,88,49,823,628,726
COOP:473269,201008,298,0,0,442,0,91,48,825,627,726
COOP:473269,201009,252,0,0,448,0,81,38,684,482,583
COOP:473269,201010,66,0,0,212,0,79,28,608,396,502
COOP:473269,201011,34,0,0,133,3,64,16,456,293,375
COOP:473269,201012,69,14,22,191,222,43,-13,267,135,201
COOP:473269,201101,25,11,6,123,191,42,-15,216,62,139
COOP:473269,201102,82,13,3,134,178,47,-17,275,124,200
COOP:473269,201103,133,18,3,308,223,53,2,369,200,285
COOP:473269,201104,175,9,1,624,109,76,27,498,344,421
COOP:473269,201105,109,0,0,281,0,84,30,636,457,547
COOP:473269,201106,128,0,0,512,0,97,45,747,548,648
COOP:473269,201107,225,0,0,530,0,95,56,848,654,751
COOP:473269,201108,72,0,0,171,0,86,49,801,582,692
COOP:473269,201109,139,0,0,454,0,84,36,683,470,577
COOP:473269,201110,56,0,0,166,0,81,29,620,407,514
COOP:473269,201111,170,1,1,342,20,60,21,460,323,392
COOP:473269,201112,68,2,1,140,29,43,9,352,230,291
COOP:473269,201201,43,4,5,140,107,51,-9,325,148,237
COOP:473269,201202,51,4,2,112,80,44,2,365,219,292
COOP:473269,201203,56,6,2,221,81,82,3,556,371,464
COOP:473269,201204,89,0,0,239,0,73,27,572,352,462
COOP:473269,201205,125,0,0,343,0,90,39,728,493,611
COOP:473269,201206,113,0,0,171,0,93,45,828,581,705
COOP:473269,201207,148,0,0,601,0,99,56,875,647,761
COOP:473269,201208,199,0,0,366,0,89,46,797,573,685
COOP:473269,201209,55,0,0,109,0,84,32,714,454,584
COOP:473269,201210,202,0,0,492,0,72,26,567,372,470
COOP:473269,201211,84,0,1,105,15,64,11,449,286,368
COOP:473269,201212,118,12,5,254,228,62,0,349,225,287
COOP:473269,201301,64,9,3,236,148,45,-8,279,105,192
COOP:473269,201302,50,11,6,229,189,40,-9,278,105,192
COOP:473269,201303,73,10,3,200,84,48,2,339,189,264
COOP:473269,201304,97,3,3,338,78,84,24,487,334,410
COOP:473269,201305,98,0,0,372,0,86,30,669,457,563
COOP:473269,201306,88,0,0,382,0,87,41,756,560,658
COOP:473269,201307,126,0,0,335,0,93,50,805,604,705
COOP:473269,201308,163,0,0,305,0,89,43,801,572,686
COOP:473269,201309,139,0,0,289,0,90,36,729,488,609
COOP:473269,201310,117,0,0,295,0,81,24,589,392,491
COOP:473269,201311,95,0,0,344,12,58,6,415,271,343
COOP:473269,201312,37,15,9,189,264,45,-19,227,73,150
COOP:473269,201401,45,15,6,133,170,39,-21,184,-9,87
COOP:473269,201402,44,22,5,146,177,41,-21,186,-26,80
COOP:473269,201403,39,18,4,91,61,53,-24,325,133,229
COOP:473269,201404,102,2,1,401,37,69,19,500,331,416
COOP:473269,201405,105,0,0,295,0,86,31,672,460,566
COOP:473269,201406,98,0,0,405,0,86,45,766,580,673
COOP:473269,201407,65,0,0,121,0,91,49,783,566,675